Navn,Stasjon,Tid(norsk normaltid),Midlere lufttrykk i stasjonsnivaa (dogn),Vanndamptrykk (dogn),Midlere relativ luftfuktighet (dogn),Spesifikk luftfuktighet,Gjennomsnittlig skydekke (dogn)
Trondheim - Voll,SN68860,06.04.2013,995.6,4.5,80,2.9,7
Trondheim - Voll,SN68860,07.04.2013,997.6,4.6,77,2.9,5
Trondheim - Voll,SN68860,08.04.2013,998.3,4,68,2.5,2.7
Trondheim - Voll,SN68860,09.04.2013,997.2,3.4,59,2.1,3
Trondheim - Voll,SN68860,10.04.2013,998,2.8,50,1.8,1
Trondheim - Voll,SN68860,11.04.2013,993.9,3.1,47,1.9,2.7
Trondheim - Voll,SN68860,12.04.2013,989.4,3.8,51,2.4,3
Trondheim - Voll,SN68860,13.04.2013,993.8,4.4,56,2.8,2
Trondheim - Voll,SN68860,14.04.2013,991.4,5.2,59,3.3,5.7
Trondheim - Voll,SN68860,15.04.2013,987.2,6.9,55,4.3,4
Trondheim - Voll,SN68860,16.04.2013,988.5,6.2,54,3.9,7.3
Trondheim - Voll,SN68860,17.04.2013,983.5,6.9,70,4.4,7.7
Trondheim - Voll,SN68860,18.04.2013,972.3,7.2,71,4.6,7
Trondheim - Voll,SN68860,19.04.2013,991,6.4,84,4,5.7
Trondheim - Voll,SN68860,20.04.2013,1007.5,5.9,75,3.7,7
Trondheim - Voll,SN68860,21.04.2013,999.6,5.2,50,3.2,6.3
Trondheim - Voll,SN68860,22.04.2013,982.4,5,47,3.2,4.7
Trondheim - Voll,SN68860,23.04.2013,974.7,5.7,59,3.6,6.7
Trondheim - Voll,SN68860,24.04.2013,985.5,6,70,3.8,8
Trondheim - Voll,SN68860,25.04.2013,995.2,6.1,74,3.8,7.3
Trondheim - Voll,SN68860,26.04.2013,992.2,6.4,80,4,5.7
Trondheim - Voll,SN68860,27.04.2013,994.2,5.6,75,3.5,4
Trondheim - Voll,SN68860,28.04.2013,983.3,4.5,55,2.9,6.7
Trondheim - Voll,SN68860,29.04.2013,979.7,5.7,59,3.6,4.7
Trondheim - Voll,SN68860,30.04.2013,992,6,79,3.8,7
Trondheim - Voll,SN68860,01.05.2013,998,4.4,53,2.7,6.3
Trondheim - Voll,SN68860,02.05.2013,996.8,5,68,3.1,6.7
Trondheim - Voll,SN68860,03.05.2013,996,5.2,72,3.3,7
Trondheim - Voll,SN68860,04.05.2013,988.4,5.8,67,3.7,5.3
Trondheim - Voll,SN68860,05.05.2013,994.3,6.5,61,4.1,6.3
Trondheim - Voll,SN68860,06.05.2013,998.1,7.7,66,4.8,6
Trondheim - Voll,SN68860,07.05.2013,1004.9,7.9,76,4.9,4.7
Trondheim - Voll,SN68860,08.05.2013,1002.2,7.9,63,4.9,3
Trondheim - Voll,SN68860,09.05.2013,990.4,9.7,78,6.1,7.7
Trondheim - Voll,SN68860,10.05.2013,988.1,9.3,82,5.9,7.3
Trondheim - Voll,SN68860,11.05.2013,987.6,7.6,57,4.8,4
Trondheim - Voll,SN68860,12.05.2013,988.4,8.6,68,5.4,7
Trondheim - Voll,SN68860,13.05.2013,983.7,7,56,4.4,3.3
Trondheim - Voll,SN68860,14.05.2013,985,6.8,69,4.3,6
Trondheim - Voll,SN68860,15.05.2013,991.3,6,51,3.8,4.3
Trondheim - Voll,SN68860,16.05.2013,992.5,9.1,61,5.7,8
Trondheim - Voll,SN68860,17.05.2013,999.7,8.7,46,5.5,5.3
Trondheim - Voll,SN68860,18.05.2013,1001.5,12.1,51,7.5,2
Trondheim - Voll,SN68860,19.05.2013,1000.1,12.6,55,7.9,0.3
Trondheim - Voll,SN68860,20.05.2013,995.9,11.8,52,7.4,2.3
Trondheim - Voll,SN68860,21.05.2013,991.2,11.9,72,7.5,5.7
Trondheim - Voll,SN68860,22.05.2013,989.3,9.2,93,5.8,8
Trondheim - Voll,SN68860,23.05.2013,989.6,10.6,77,6.7,5.3
Trondheim - Voll,SN68860,24.05.2013,1000.3,9.7,81,6.1,7.3
Trondheim - Voll,SN68860,25.05.2013,1003,8.9,82,5.5,5.7
Trondheim - Voll,SN68860,26.05.2013,998,9.3,71,5.8,2.3
Trondheim - Voll,SN68860,27.05.2013,994.7,9.7,56,6.1,3.3
Trondheim - Voll,SN68860,28.05.2013,999.9,10.5,52,6.6,6
Trondheim - Voll,SN68860,29.05.2013,999.2,9.4,40,5.9,2
Trondheim - Voll,SN68860,30.05.2013,999.3,12.8,58,8,4
Trondheim - Voll,SN68860,31.05.2013,998.3,14.5,68,9.1,4
Trondheim - Voll,SN68860,01.06.2013,997.6,12.9,74,8.1,5.3
Trondheim - Voll,SN68860,02.06.2013,1001.7,11.9,91,7.4,7.7
Trondheim - Voll,SN68860,03.06.2013,1011.6,8.9,81,5.5,5.7
Trondheim - Voll,SN68860,04.06.2013,1013.5,8.4,74,5.2,7.3
Trondheim - Voll,SN68860,05.06.2013,1007.5,9.7,73,6,4.3
Trondheim - Voll,SN68860,06.06.2013,1005.6,9.2,61,5.7,3.7
Trondheim - Voll,SN68860,07.06.2013,1005.2,9.6,75,5.9,6
Trondheim - Voll,SN68860,08.06.2013,999.4,10.3,89,6.4,7.7
Trondheim - Voll,SN68860,09.06.2013,997.7,10.1,84,6.3,7.3
Trondheim - Voll,SN68860,10.06.2013,999.8,9.8,82,6.1,5
Trondheim - Voll,SN68860,11.06.2013,1000,8.6,71,5.4,7.3
Trondheim - Voll,SN68860,12.06.2013,996.7,9,61,5.7,0.7
Trondheim - Voll,SN68860,13.06.2013,985.8,10.9,61,6.9,5.7
Trondheim - Voll,SN68860,14.06.2013,985.2,11.3,85,7.2,7.3
Trondheim - Voll,SN68860,15.06.2013,992.5,9.4,68,5.9,5.3
Trondheim - Voll,SN68860,16.06.2013,988.8,10.8,73,6.8,4.7
Trondheim - Voll,SN68860,17.06.2013,999.1,9.4,74,5.9,6.7
Trondheim - Voll,SN68860,18.06.2013,1001.9,9.9,75,6.2,7.3
Trondheim - Voll,SN68860,19.06.2013,997.8,11.3,73,7.1,6
Trondheim - Voll,SN68860,20.06.2013,999.4,11.2,77,7,7
Trondheim - Voll,SN68860,21.06.2013,993.8,12.7,78,8,7.3
Trondheim - Voll,SN68860,22.06.2013,985,14,93,8.9,7.7
Trondheim - Voll,SN68860,23.06.2013,987.6,13.3,74,8.4,6
Trondheim - Voll,SN68860,24.06.2013,993.3,13.4,77,8.4,4.7
Trondheim - Voll,SN68860,25.06.2013,1003.9,11.6,81,7.2,7
Trondheim - Voll,SN68860,26.06.2013,1009.3,10.6,73,6.6,6
Trondheim - Voll,SN68860,27.06.2013,1002.8,13.7,82,8.5,7.3
Trondheim - Voll,SN68860,28.06.2013,994.4,15.7,85,9.9,5.7
Trondheim - Voll,SN68860,29.06.2013,993.8,10.2,66,6.4,5.7
Trondheim - Voll,SN68860,30.06.2013,996.2,12.2,78,7.7,3.3
Trondheim - Voll,SN68860,01.07.2013,989.9,11.7,62,7.4,6.3
Trondheim - Voll,SN68860,02.07.2013,993,10.9,78,6.8,6.7
Trondheim - Voll,SN68860,03.07.2013,991.8,11.8,67,7.4,4.3
Trondheim - Voll,SN68860,04.07.2013,993.8,12.9,60,8.1,5.3
Trondheim - Voll,SN68860,05.07.2013,1001.9,12.8,86,8,6.3
Trondheim - Voll,SN68860,06.07.2013,1009.2,12.1,70,7.5,2.7
Trondheim - Voll,SN68860,07.07.2013,1011.4,10.8,71,6.7,7.3
Trondheim - Voll,SN68860,08.07.2013,1015.1,9.8,67,6,6.7
Trondheim - Voll,SN68860,09.07.2013,1001.8,12.3,83,7.7,8
Trondheim - Voll,SN68860,10.07.2013,1008.2,9.7,79,6,8
Trondheim - Voll,SN68860,11.07.2013,1007.2,10,76,6.2,7.7
Trondheim - Voll,SN68860,12.07.2013,1005,12.4,75,7.7,1
Trondheim - Voll,SN68860,13.07.2013,1001.2,12,84,7.5,7.3
Trondheim - Voll,SN68860,14.07.2013,996.4,10.3,83,6.4,7.3
Trondheim - Voll,SN68860,15.07.2013,991.6,10.1,81,6.3,7.3
Trondheim - Voll,SN68860,16.07.2013,999.1,9.8,75,6.1,6
Trondheim - Voll,SN68860,17.07.2013,1000.2,13.7,92,8.6,8
Trondheim - Voll,SN68860,18.07.2013,999.7,11.3,89,7.1,8
Trondheim - Voll,SN68860,19.07.2013,1006.3,10.5,83,6.5,7.3
Trondheim - Voll,SN68860,20.07.2013,1006.4,12.9,88,8,6.3
Trondheim - Voll,SN68860,21.07.2013,1009.9,10.9,82,6.7,7.3
Trondheim - Voll,SN68860,22.07.2013,1009.7,9.7,69,6,1.7
Trondheim - Voll,SN68860,23.07.2013,1005.5,10.9,59,6.8,1
Trondheim - Voll,SN68860,24.07.2013,1003.6,11.3,54,7,1
Trondheim - Voll,SN68860,25.07.2013,1001.2,13.2,62,8.2,0.3
Trondheim - Voll,SN68860,26.07.2013,998.6,12.5,64,7.8,0.3
Trondheim - Voll,SN68860,27.07.2013,994.5,14.6,78,9.2,6.7
Trondheim - Voll,SN68860,28.07.2013,993.3,15.6,70,9.8,3.7
Trondheim - Voll,SN68860,29.07.2013,991.2,16,66,10.1,2.7
Trondheim - Voll,SN68860,30.07.2013,990.6,14.8,71,9.4,5.3
Trondheim - Voll,SN68860,31.07.2013,987.6,14.9,94,9.5,8
Trondheim - Voll,SN68860,01.08.2013,997.9,13.7,86,8.6,6.3
Trondheim - Voll,SN68860,02.08.2013,996.9,14.8,76,9.3,5.3
Trondheim - Voll,SN68860,03.08.2013,992.7,16.8,74,10.6,6.3
Trondheim - Voll,SN68860,04.08.2013,996.7,15.3,79,9.6,5.3
Trondheim - Voll,SN68860,05.08.2013,997.6,12.5,63,7.8,4
Trondheim - Voll,SN68860,06.08.2013,993.2,14.7,70,9.3,7.7
Trondheim - Voll,SN68860,07.08.2013,1000.9,11.8,78,7.4,6.3
Trondheim - Voll,SN68860,08.08.2013,1001.1,12.1,76,7.6,5.7
Trondheim - Voll,SN68860,09.08.2013,998.9,13.2,88,8.3,6.7
Trondheim - Voll,SN68860,10.08.2013,998.3,11.9,76,7.4,5.7
Trondheim - Voll,SN68860,11.08.2013,991.4,13.5,88,8.5,7.7
Trondheim - Voll,SN68860,12.08.2013,985.5,14.4,94,9.1,8
Trondheim - Voll,SN68860,13.08.2013,991.9,12.1,91,7.6,7.7
Trondheim - Voll,SN68860,14.08.2013,1000.5,9.8,77,6.1,7
Trondheim - Voll,SN68860,15.08.2013,999.2,10,76,6.2,2
Trondheim - Voll,SN68860,16.08.2013,990.5,12.7,75,8,6
Trondheim - Voll,SN68860,17.08.2013,989.4,12.6,78,8,6
Trondheim - Voll,SN68860,18.08.2013,980,12.5,69,8,5.3
Trondheim - Voll,SN68860,19.08.2013,990.7,12,84,7.6,5.7
Trondheim - Voll,SN68860,20.08.2013,999.8,11.9,85,7.4,7
Trondheim - Voll,SN68860,21.08.2013,1003.1,11.8,90,7.3,7.3
Trondheim - Voll,SN68860,22.08.2013,1009.4,10,79,6.2,5.3
Trondheim - Voll,SN68860,23.08.2013,1008.4,10.6,76,6.5,0
Trondheim - Voll,SN68860,24.08.2013,1006.3,12.6,72,7.8,1
Trondheim - Voll,SN68860,25.08.2013,1006.1,12.9,73,8,1.3
Trondheim - Voll,SN68860,26.08.2013,1004.2,12.5,77,7.8,4.3
Trondheim - Voll,SN68860,27.08.2013,999.8,12.7,78,8,1.7
Trondheim - Voll,SN68860,28.08.2013,1001.8,10,76,6.2,5.3
Trondheim - Voll,SN68860,29.08.2013,1000.7,9.6,77,6,5.3
Trondheim - Voll,SN68860,30.08.2013,996.6,10.4,71,6.5,3.3
Trondheim - Voll,SN68860,31.08.2013,993.7,10.8,78,6.8,5.7
Trondheim - Voll,SN68860,01.09.2013,989.9,8.8,75,5.6,5
Trondheim - Voll,SN68860,02.09.2013,992.4,9.7,76,6.1,4
Trondheim - Voll,SN68860,03.09.2013,1003.7,10.6,78,6.6,6.7
Trondheim - Voll,SN68860,04.09.2013,1002.7,12.2,77,7.6,3.7
Trondheim - Voll,SN68860,05.09.2013,998.9,12.3,75,7.7,3.3
Trondheim - Voll,SN68860,06.09.2013,997.8,12.5,71,7.8,5
Trondheim - Voll,SN68860,07.09.2013,1004.8,13.7,89,8.6,5.3
Trondheim - Voll,SN68860,08.09.2013,1005.2,13.9,74,8.7,4.7
Trondheim - Voll,SN68860,09.09.2013,1000.3,8.8,42,5.5,3.3
Trondheim - Voll,SN68860,10.09.2013,999.6,10.3,63,6.4,6
Trondheim - Voll,SN68860,11.09.2013,1000.7,12.1,88,7.6,5
Trondheim - Voll,SN68860,12.09.2013,998.3,11.9,89,7.5,4.3
Trondheim - Voll,SN68860,13.09.2013,998,12.3,86,7.7,7
Trondheim - Voll,SN68860,14.09.2013,994.8,12.5,91,7.8,7.3
Trondheim - Voll,SN68860,15.09.2013,980.5,12,72,7.7,7.7
Trondheim - Voll,SN68860,16.09.2013,972.9,9.2,58,5.9,6.7
Trondheim - Voll,SN68860,17.09.2013,977.7,7.4,54,4.7,4.3
Trondheim - Voll,SN68860,18.09.2013,980.1,7.9,55,5,5.7
Trondheim - Voll,SN68860,19.09.2013,986.2,8.8,70,5.5,6
Trondheim - Voll,SN68860,20.09.2013,994.4,9.4,76,5.9,5
Trondheim - Voll,SN68860,21.09.2013,996.1,9.1,84,5.7,6
Trondheim - Voll,SN68860,22.09.2013,996.6,9.2,86,5.7,7
Trondheim - Voll,SN68860,23.09.2013,1000.3,9.2,88,5.7,6.7
Trondheim - Voll,SN68860,24.09.2013,1002.9,9.1,91,5.7,7.7
Trondheim - Voll,SN68860,25.09.2013,1001.5,7,78,4.3,3.3
Trondheim - Voll,SN68860,26.09.2013,1002.5,6.3,78,3.9,2
Trondheim - Voll,SN68860,27.09.2013,1002.2,8.4,83,5.2,5
Trondheim - Voll,SN68860,28.09.2013,1003.6,7.4,75,4.6,2
Trondheim - Voll,SN68860,29.09.2013,1006.5,7.4,77,4.6,5.3
Trondheim - Voll,SN68860,30.09.2013,1007.2,9.4,90,5.9,6.3
Trondheim - Voll,SN68860,01.10.2013,1007.3,8.8,88,5.5,3.7
Trondheim - Voll,SN68860,02.10.2013,1008.2,8.3,92,5.1,4.3
Trondheim - Voll,SN68860,03.10.2013,1005.2,7.5,86,4.7,3
Trondheim - Voll,SN68860,04.10.2013,993.8,6.7,53,4.2,6.7
Trondheim - Voll,SN68860,05.10.2013,990.7,10,82,6.3,7.3
Trondheim - Voll,SN68860,06.10.2013,992.1,10,81,6.3,8
Trondheim - Voll,SN68860,07.10.2013,995.3,12.1,91,7.6,7.7
Trondheim - Voll,SN68860,08.10.2013,992.9,12.3,98,7.7,8
Trondheim - Voll,SN68860,09.10.2013,987.7,9.2,85,5.8,7.3
Trondheim - Voll,SN68860,10.10.2013,1003.9,7.5,82,4.7,4
Trondheim - Voll,SN68860,11.10.2013,1015.3,8.4,83,5.2,5.3
Trondheim - Voll,SN68860,12.10.2013,1018.3,8.4,87,5.2,2.3
Trondheim - Voll,SN68860,13.10.2013,1011.7,8.9,90,5.5,5
Trondheim - Voll,SN68860,14.10.2013,1004,8.8,96,5.4,6.3
Trondheim - Voll,SN68860,15.10.2013,999.9,7.5,86,4.7,7.3
Trondheim - Voll,SN68860,16.10.2013,994.9,5.8,86,3.6,5.3
Trondheim - Voll,SN68860,17.10.2013,989.3,6.3,85,4,5.3
Trondheim - Voll,SN68860,18.10.2013,996.8,6.4,92,4,7
Trondheim - Voll,SN68860,19.10.2013,999.7,5.7,88,3.5,5.3
Trondheim - Voll,SN68860,20.10.2013,1000.9,4.3,81,2.7,3
Trondheim - Voll,SN68860,21.10.2013,996.8,4.1,56,2.6,2.7
Trondheim - Voll,SN68860,22.10.2013,984.1,6.4,68,4.1,3.7
Trondheim - Voll,SN68860,23.10.2013,972.9,9.8,86,6.3,5
Trondheim - Voll,SN68860,24.10.2013,974.8,9.6,78,6.2,7.3
Trondheim - Voll,SN68860,26.10.2013,974.7,7.8,74,5,7.7
Trondheim - Voll,SN68860,27.10.2013,969.2,8.1,86,5.2,5.3
Trondheim - Voll,SN68860,28.10.2013,961,8.4,93,5.5,3.3
Trondheim - Voll,SN68860,29.10.2013,973.4,7.9,88,5,5.7
Trondheim - Voll,SN68860,30.10.2013,990,6.8,89,4.3,5.7
Trondheim - Voll,SN68860,31.10.2013,986.1,6.2,76,3.9,4.3
Trondheim - Voll,SN68860,01.11.2013,978.4,5.7,62,3.6,4.7
Trondheim - Voll,SN68860,02.11.2013,978.1,5.8,63,3.7,5
Trondheim - Voll,SN68860,03.11.2013,972.8,5.5,62,3.5,6
Trondheim - Voll,SN68860,04.11.2013,964,6.5,78,4.2,5
Trondheim - Voll,SN68860,05.11.2013,966.7,7.4,92,4.8,7.7
Trondheim - Voll,SN68860,06.11.2013,973.2,6.2,85,4,4.3
Trondheim - Voll,SN68860,07.11.2013,973.1,4.5,78,2.9,2.7
Trondheim - Voll,SN68860,08.11.2013,976.4,5.1,75,3.3,1.7
Trondheim - Voll,SN68860,09.11.2013,979.9,5,67,3.2,5.3
Trondheim - Voll,SN68860,10.11.2013,989.5,5.7,85,3.6,5.7
Trondheim - Voll,SN68860,11.11.2013,994.5,5,70,3.1,6.3
Trondheim - Voll,SN68860,12.11.2013,986.9,5.8,68,3.7,3.3
Trondheim - Voll,SN68860,13.11.2013,991.8,6.5,85,4.1,7.3
Trondheim - Voll,SN68860,14.11.2013,992.2,5.8,76,3.7,5.3
Trondheim - Voll,SN68860,15.11.2013,989.2,8.1,89,5.2,7
Trondheim - Voll,SN68860,16.11.2013,981.7,9,76,5.7,7.7
Trondheim - Voll,SN68860,17.11.2013,993.7,5.5,73,3.4,5.3
Trondheim - Voll,SN68860,18.11.2013,983.1,5.4,68,3.4,6.3
Trondheim - Voll,SN68860,19.11.2013,981.7,5.3,87,3.4,5
Trondheim - Voll,SN68860,20.11.2013,989.9,3.1,71,1.9,2
Trondheim - Voll,SN68860,21.11.2013,996,2.7,67,1.7,0.3
Trondheim - Voll,SN68860,22.11.2013,996.6,4.4,74,2.8,5.3
Trondheim - Voll,SN68860,23.11.2013,993.5,5.6,86,3.5,7.3
Trondheim - Voll,SN68860,24.11.2013,999.9,5.6,90,3.5,6.7
Trondheim - Voll,SN68860,25.11.2013,1010.2,5.4,85,3.4,6.3
Trondheim - Voll,SN68860,26.11.2013,999.5,7.4,84,4.6,7
Trondheim - Voll,SN68860,27.11.2013,987.4,7.9,80,5,6
Trondheim - Voll,SN68860,28.11.2013,992.4,6.5,85,4.1,7.7
Trondheim - Voll,SN68860,29.11.2013,989.2,5.8,87,3.6,5
Trondheim - Voll,SN68860,30.11.2013,986.9,6.3,84,4,7
Trondheim - Voll,SN68860,01.12.2013,991.1,5.7,80,3.6,6.7
Trondheim - Voll,SN68860,02.12.2013,1000.5,6.5,77,4.1,7
Trondheim - Voll,SN68860,03.12.2013,991.5,6.2,81,3.9,4
Trondheim - Voll,SN68860,04.12.2013,981.5,5.4,88,3.4,6.7
Trondheim - Voll,SN68860,05.12.2013,966.9,4.1,90,2.6,8
Trondheim - Voll,SN68860,06.12.2013,979.4,4.4,87,2.8,4
Trondheim - Voll,SN68860,07.12.2013,992.2,4,84,2.5,8
Trondheim - Voll,SN68860,08.12.2013,988.9,2.5,67,1.6,4.3
Trondheim - Voll,SN68860,09.12.2013,996,3.9,78,2.4,4.3
Trondheim - Voll,SN68860,10.12.2013,998.1,6.8,91,4.3,7.7
Trondheim - Voll,SN68860,12.12.2013,985.5,7.6,87,4.8,8
Trondheim - Voll,SN68860,13.12.2013,1001.7,5,77,3.1,6.7
Trondheim - Voll,SN68860,14.12.2013,991.1,5.2,73,3.3,1
Trondheim - Voll,SN68860,15.12.2013,984.9,4.6,52,2.9,4.3
Trondheim - Voll,SN68860,16.12.2013,978.4,5.5,61,3.5,6.3
Trondheim - Voll,SN68860,17.12.2013,988.5,5.9,78,3.7,3.3
Trondheim - Voll,SN68860,18.12.2013,990.3,4.3,57,2.7,3.3
Trondheim - Voll,SN68860,19.12.2013,977.4,5.4,58,3.4,3
Trondheim - Voll,SN68860,20.12.2013,982.4,4.6,71,2.9,1
Trondheim - Voll,SN68860,21.12.2013,975.2,4.9,67,3.2,3.7
Trondheim - Voll,SN68860,22.12.2013,968.5,5.9,81,3.8,6.3
Trondheim - Voll,SN68860,23.12.2013,971.9,4.5,72,2.9,4.3
Trondheim - Voll,SN68860,24.12.2013,956.5,5.4,56,3.5,5.3
Trondheim - Voll,SN68860,25.12.2013,957,4.7,50,3.1,5.3
Trondheim - Voll,SN68860,26.12.2013,966.9,4.5,45,2.9,6
Trondheim - Voll,SN68860,27.12.2013,968.7,4.4,54,2.9,2.7
Trondheim - Voll,SN68860,28.12.2013,958.4,5.3,51,3.5,7.3
Trondheim - Voll,SN68860,29.12.2013,974,6.2,73,4,6.7
Trondheim - Voll,SN68860,30.12.2013,988.3,5,70,3.1,5.3
Trondheim - Voll,SN68860,31.12.2013,982.9,6.1,70,3.9,6.3
Trondheim - Voll,SN68860,01.01.2014,986.2,5.4,63,3.4,4.3
Trondheim - Voll,SN68860,02.01.2014,981.6,4.8,55,3.1,3.7
Trondheim - Voll,SN68860,03.01.2014,978.1,5.2,57,3.3,3
Trondheim - Voll,SN68860,04.01.2014,974.8,5.4,59,3.4,2
Trondheim - Voll,SN68860,05.01.2014,981.9,5.1,56,3.3,3.7
Trondheim - Voll,SN68860,06.01.2014,975.8,5,56,3.2,6.7
Trondheim - Voll,SN68860,07.01.2014,972.7,5.8,59,3.7,3.7
Trondheim - Voll,SN68860,08.01.2014,978,6.3,88,4,5
Trondheim - Voll,SN68860,09.01.2014,980.4,5.7,92,3.6,3.7
Trondheim - Voll,SN68860,10.01.2014,982,3.8,90,2.4,6.7
Trondheim - Voll,SN68860,11.01.2014,987.1,1.9,70,1.2,2.7
Trondheim - Voll,SN68860,12.01.2014,998.9,1.7,74,1.1,1.7
Trondheim - Voll,SN68860,13.01.2014,997.5,1.7,64,1.1,0.7
Trondheim - Voll,SN68860,14.01.2014,996.2,2.2,53,1.4,2.7
Trondheim - Voll,SN68860,15.01.2014,996.3,2.2,57,1.4,0.7
Trondheim - Voll,SN68860,16.01.2014,996.8,2.2,53,1.4,0.7
Trondheim - Voll,SN68860,17.01.2014,995.7,2.1,51,1.3,1.7
Trondheim - Voll,SN68860,18.01.2014,1000.4,2,48,1.2,4
Trondheim - Voll,SN68860,19.01.2014,1004.7,2.1,46,1.3,0.7
Trondheim - Voll,SN68860,20.01.2014,1003.9,2,47,1.2,0
Trondheim - Voll,SN68860,21.01.2014,1003.6,1.7,45,1.1,1.3
Trondheim - Voll,SN68860,22.01.2014,1003.3,1.5,37,0.9,3.3
Trondheim - Voll,SN68860,23.01.2014,1000.7,1.5,30,0.9,6
Trondheim - Voll,SN68860,24.01.2014,1003.1,1.5,32,0.9,4.3
Trondheim - Voll,SN68860,25.01.2014,993.9,2.1,40,1.3,6
Trondheim - Voll,SN68860,26.01.2014,994.1,2,41,1.2,4
Trondheim - Voll,SN68860,27.01.2014,993.6,2.4,50,1.5,3.7
Trondheim - Voll,SN68860,28.01.2014,999,3,52,1.9,3.7
Trondheim - Voll,SN68860,29.01.2014,1008,2.6,51,1.6,4
Trondheim - Voll,SN68860,30.01.2014,1007.3,2.2,51,1.4,3.3
Trondheim - Voll,SN68860,31.01.2014,998.3,2.4,49,1.5,3.3
Trondheim - Voll,SN68860,01.02.2014,985.3,2.8,54,1.8,6.7
Trondheim - Voll,SN68860,02.02.2014,980,4.5,51,2.8,7.7
Trondheim - Voll,SN68860,03.02.2014,992.1,4.6,49,2.9,6
Trondheim - Voll,SN68860,04.02.2014,992.6,4.2,55,2.6,5.3
Trondheim - Voll,SN68860,05.02.2014,986.3,4,59,2.5,1
Trondheim - Voll,SN68860,06.02.2014,977.3,4.1,61,2.6,2.7
Trondheim - Voll,SN68860,07.02.2014,971.4,4.6,61,3,7
Trondheim - Voll,SN68860,08.02.2014,965.2,4.8,61,3.1,5
Trondheim - Voll,SN68860,09.02.2014,962.9,4.8,53,3.1,5.7
Trondheim - Voll,SN68860,10.02.2014,967.1,4.9,51,3.2,6.7
Trondheim - Voll,SN68860,11.02.2014,978.3,4.2,54,2.7,2.7
Trondheim - Voll,SN68860,12.02.2014,975.6,4.2,55,2.7,4
Trondheim - Voll,SN68860,13.02.2014,968.6,4,53,2.6,5.3
Trondheim - Voll,SN68860,14.02.2014,972.3,4.4,52,2.8,5.7
Trondheim - Voll,SN68860,15.02.2014,969.2,4.6,55,3,6
Trondheim - Voll,SN68860,16.02.2014,962.9,5.4,65,3.5,6.7
Trondheim - Voll,SN68860,17.02.2014,978.3,5.8,81,3.7,8
Trondheim - Voll,SN68860,18.02.2014,990.9,4.9,75,3.1,5.3
Trondheim - Voll,SN68860,19.02.2014,991.6,4.4,74,2.8,3.7
Trondheim - Voll,SN68860,20.02.2014,987.6,3.5,67,2.2,0.7
Trondheim - Voll,SN68860,21.02.2014,974.6,3.8,53,2.4,4.7
Trondheim - Voll,SN68860,22.02.2014,973.6,4.1,49,2.6,3.3
Trondheim - Voll,SN68860,23.02.2014,974.3,5.4,50,3.4,7
Trondheim - Voll,SN68860,24.02.2014,978.5,6.1,53,3.9,6
Trondheim - Voll,SN68860,25.02.2014,991,6.2,67,3.9,4.7
Trondheim - Voll,SN68860,26.02.2014,994.1,5.5,58,3.4,6.7
Trondheim - Voll,SN68860,27.02.2014,991.3,5,54,3.2,4
Trondheim - Voll,SN68860,28.02.2014,989.3,4.9,54,3.1,2.3
Trondheim - Voll,SN68860,01.03.2014,988.5,5,57,3.2,7
Trondheim - Voll,SN68860,02.03.2014,985.1,4.6,60,2.9,4
Trondheim - Voll,SN68860,03.03.2014,983.8,4.6,54,2.9,2
Trondheim - Voll,SN68860,04.03.2014,989.2,4.6,53,2.9,2.3
Trondheim - Voll,SN68860,05.03.2014,993.4,4.9,50,3.1,3.7
Trondheim - Voll,SN68860,06.03.2014,991.8,5.9,58,3.7,7
Trondheim - Voll,SN68860,07.03.2014,983,6.6,75,4.2,7.7
Trondheim - Voll,SN68860,08.03.2014,993.3,5.6,72,3.5,7.7
Trondheim - Voll,SN68860,09.03.2014,988.9,6.5,66,4.1,6.3
Trondheim - Voll,SN68860,10.03.2014,999.4,6.2,77,3.9,6
Trondheim - Voll,SN68860,11.03.2014,1012,6,67,3.7,7.7
Trondheim - Voll,SN68860,12.03.2014,1008.4,6.5,63,4,8
Trondheim - Voll,SN68860,13.03.2014,996.9,5.6,57,3.5,5.3
Trondheim - Voll,SN68860,14.03.2014,986.9,6,83,3.8,7.3
Trondheim - Voll,SN68860,15.03.2014,980.2,4.9,87,3.1,7.7
Trondheim - Voll,SN68860,16.03.2014,973.6,4.8,83,3.1,7
Trondheim - Voll,SN68860,17.03.2014,973.7,5.3,87,3.4,8
Trondheim - Voll,SN68860,18.03.2014,983.7,4.1,81,2.6,6.3
Trondheim - Voll,SN68860,19.03.2014,980.2,3.4,79,2.2,6.7
Trondheim - Voll,SN68860,20.03.2014,969.3,5.7,85,3.7,7.7
Trondheim - Voll,SN68860,21.03.2014,964.6,5.4,70,3.5,5
Trondheim - Voll,SN68860,22.03.2014,972.1,4.7,55,3,7
Trondheim - Voll,SN68860,23.03.2014,975.4,5.3,67,3.4,4
Trondheim - Voll,SN68860,24.03.2014,995.5,5.9,86,3.7,4
Trondheim - Voll,SN68860,25.03.2014,1006.5,3.8,56,2.4,0.7
Trondheim - Voll,SN68860,26.03.2014,1014.1,2.8,37,1.7,0
Trondheim - Voll,SN68860,27.03.2014,1013.8,4.1,52,2.5,2.7
Trondheim - Voll,SN68860,28.03.2014,1014.3,5.4,61,3.3,1.3
Trondheim - Voll,SN68860,29.03.2014,1013.3,6.5,78,4,0.7
