Navn,Stasjon,Tid(norsk normaltid),Midlere lufttrykk i stasjonsnivaa (dogn),Vanndamptrykk (dogn),Midlere relativ luftfuktighet (dogn),Spesifikk luftfuktighet,Gjennomsnittlig skydekke (dogn)
Trondheim - Voll,SN68860,26.05.2018,1018,9.2,70,5.6,4.7
Trondheim - Voll,SN68860,27.05.2018,1014.2,8.8,51,5.4,0.7
Trondheim - Voll,SN68860,28.05.2018,1010.5,10.8,52,6.7,7
Trondheim - Voll,SN68860,29.05.2018,1011.8,10.9,64,6.7,0.7
Trondheim - Voll,SN68860,30.05.2018,1009.5,9.6,57,6,0
Trondheim - Voll,SN68860,31.05.2018,1005,9.9,43,6.1,2.7
Trondheim - Voll,SN68860,01.06.2018,1003.6,13.1,70,8.1,4
Trondheim - Voll,SN68860,02.06.2018,1001.5,10.5,65,6.6,0
Trondheim - Voll,SN68860,03.06.2018,999.2,10,75,6.3,6.7
Trondheim - Voll,SN68860,04.06.2018,1001.8,7.8,76,4.9,6.3
Trondheim - Voll,SN68860,05.06.2018,1006.2,6.9,75,4.3,6.3
Trondheim - Voll,SN68860,06.06.2018,1004.8,6.9,63,4.3,5.3
Trondheim - Voll,SN68860,07.06.2018,1002.4,9.9,86,6.2,8
Trondheim - Voll,SN68860,08.06.2018,1003.9,9.9,86,6.2,7.3
Trondheim - Voll,SN68860,09.06.2018,1000.7,10.5,69,6.5,3.7
Trondheim - Voll,SN68860,10.06.2018,996.9,10.3,79,6.4,5.3
Trondheim - Voll,SN68860,11.06.2018,994.7,9.5,83,6,7
Trondheim - Voll,SN68860,12.06.2018,996.4,8.3,74,5.2,6.7
Trondheim - Voll,SN68860,13.06.2018,993.8,8.9,70,5.6,5.3
Trondheim - Voll,SN68860,14.06.2018,978.6,10.9,62,7,8
Trondheim - Voll,SN68860,15.06.2018,984.1,10.3,68,6.5,6.7
Trondheim - Voll,SN68860,16.06.2018,998.2,9.4,66,5.9,5.3
Trondheim - Voll,SN68860,17.06.2018,993.8,10,64,6.3,6
Trondheim - Voll,SN68860,18.06.2018,987.2,11.1,72,7,6
Trondheim - Voll,SN68860,19.06.2018,983,9.4,75,6,8
Trondheim - Voll,SN68860,20.06.2018,990.5,7.4,60,4.7,8
Trondheim - Voll,SN68860,21.06.2018,992.4,9.1,79,5.7,8
Trondheim - Voll,SN68860,22.06.2018,994.9,8.7,87,5.5,8
Trondheim - Voll,SN68860,23.06.2018,998.1,10.1,85,6.3,7.3
Trondheim - Voll,SN68860,24.06.2018,1000.9,11.7,87,7.3,7.3
Trondheim - Voll,SN68860,25.06.2018,1005.3,11.8,86,7.4,7.7
Trondheim - Voll,SN68860,26.06.2018,1010.2,10.8,76,6.7,7
Trondheim - Voll,SN68860,27.06.2018,1011.5,10.8,69,6.7,4
Trondheim - Voll,SN68860,28.06.2018,1006.9,11.1,85,6.9,4.3
Trondheim - Voll,SN68860,29.06.2018,1012.3,8.9,79,5.5,8
Trondheim - Voll,SN68860,30.06.2018,1010.5,8.9,67,5.5,-
Trondheim - Voll,SN68860,01.07.2018,1008.3,10.2,54,6.3,-
Trondheim - Voll,SN68860,02.07.2018,1004.6,10.7,61,6.7,-
Trondheim - Voll,SN68860,03.07.2018,1004.2,10.7,72,6.6,-
Trondheim - Voll,SN68860,04.07.2018,1000,10.5,69,6.6,-
Trondheim - Voll,SN68860,05.07.2018,993.5,11.9,75,7.5,-
Trondheim - Voll,SN68860,06.07.2018,1001.4,9.8,70,6.1,-
Trondheim - Voll,SN68860,07.07.2018,1007.3,10.2,72,6.3,-
Trondheim - Voll,SN68860,08.07.2018,1004.3,10.8,73,6.7,-
Trondheim - Voll,SN68860,09.07.2018,1008.6,10.7,76,6.6,-
Trondheim - Voll,SN68860,10.07.2018,1009.3,11.7,63,7.2,-
Trondheim - Voll,SN68860,11.07.2018,1005.3,13.7,62,8.6,-
Trondheim - Voll,SN68860,12.07.2018,1002.8,13.6,71,8.5,-
Trondheim - Voll,SN68860,13.07.2018,1002,12,73,7.5,-
Trondheim - Voll,SN68860,14.07.2018,1000.4,12.2,76,7.6,-
Trondheim - Voll,SN68860,15.07.2018,999.7,13.4,67,8.4,-
Trondheim - Voll,SN68860,16.07.2018,999.1,15,63,9.4,-
Trondheim - Voll,SN68860,17.07.2018,999.8,15.7,65,9.8,-
Trondheim - Voll,SN68860,18.07.2018,998.8,16.6,74,10.4,-
Trondheim - Voll,SN68860,19.07.2018,1003,13.3,77,8.3,-
Trondheim - Voll,SN68860,20.07.2018,997.2,14.8,75,9.3,-
Trondheim - Voll,SN68860,21.07.2018,993.9,15.2,80,9.5,-
Trondheim - Voll,SN68860,22.07.2018,991.6,13.8,75,8.7,-
Trondheim - Voll,SN68860,23.07.2018,996,14.5,81,9.1,-
Trondheim - Voll,SN68860,24.07.2018,995.6,15.9,79,10,-
Trondheim - Voll,SN68860,25.07.2018,1000.6,15.1,89,9.4,-
Trondheim - Voll,SN68860,26.07.2018,1006.1,13.2,69,8.2,-
Trondheim - Voll,SN68860,27.07.2018,1005.8,15.4,52,9.6,-
Trondheim - Voll,SN68860,28.07.2018,1001.9,17,53,10.6,-
Trondheim - Voll,SN68860,29.07.2018,996.1,17.7,69,11.1,-
Trondheim - Voll,SN68860,30.07.2018,998.8,12.1,46,7.6,-
Trondheim - Voll,SN68860,31.07.2018,999.8,15.4,52,9.6,-
Trondheim - Voll,SN68860,01.08.2018,1002.8,14,66,8.7,-
Trondheim - Voll,SN68860,02.08.2018,1004,13.8,79,8.6,-
Trondheim - Voll,SN68860,03.08.2018,1002.4,15.1,85,9.4,-
Trondheim - Voll,SN68860,04.08.2018,999.1,13.9,80,8.7,-
Trondheim - Voll,SN68860,05.08.2018,995.2,11.8,84,7.4,-
Trondheim - Voll,SN68860,06.08.2018,995.7,11.1,78,7,-
Trondheim - Voll,SN68860,07.08.2018,993.6,13.2,77,8.3,-
Trondheim - Voll,SN68860,08.08.2018,988.8,15.5,69,9.8,-
Trondheim - Voll,SN68860,09.08.2018,995.5,14,82,8.8,-
Trondheim - Voll,SN68860,10.08.2018,988.2,14.4,95,9.1,-
Trondheim - Voll,SN68860,11.08.2018,994.5,10.8,74,6.8,-
Trondheim - Voll,SN68860,12.08.2018,995.5,10.6,79,6.7,-
Trondheim - Voll,SN68860,13.08.2018,995.6,10.9,81,6.9,-
Trondheim - Voll,SN68860,14.08.2018,993.4,10.6,75,6.7,-
Trondheim - Voll,SN68860,15.08.2018,991.1,12.7,79,8,-
Trondheim - Voll,SN68860,16.08.2018,987.3,15.4,84,9.8,-
Trondheim - Voll,SN68860,17.08.2018,989,13.2,81,8.3,-
Trondheim - Voll,SN68860,18.08.2018,985,12,84,7.6,-
Trondheim - Voll,SN68860,19.08.2018,993,11.2,85,7,-
Trondheim - Voll,SN68860,20.08.2018,997,10.7,86,6.7,-
Trondheim - Voll,SN68860,21.08.2018,1002.4,9.8,78,6.1,-
Trondheim - Voll,SN68860,22.08.2018,989,11.5,80,7.2,-
Trondheim - Voll,SN68860,23.08.2018,989.5,10.7,73,6.8,-
Trondheim - Voll,SN68860,24.08.2018,981,11.1,77,7.1,-
Trondheim - Voll,SN68860,25.08.2018,984.3,10.2,79,6.5,-
Trondheim - Voll,SN68860,26.08.2018,990.8,9.6,81,6.1,-
Trondheim - Voll,SN68860,27.08.2018,990.4,10.2,86,6.4,-
Trondheim - Voll,SN68860,28.08.2018,996.5,12.4,84,7.8,-
Trondheim - Voll,SN68860,29.08.2018,995.6,11.3,66,7.1,-
Trondheim - Voll,SN68860,30.08.2018,1002.8,10.9,81,6.8,-
Trondheim - Voll,SN68860,31.08.2018,1008.3,10.4,80,6.4,-
Trondheim - Voll,SN68860,01.09.2018,1006.5,9.7,67,6,-
Trondheim - Voll,SN68860,02.09.2018,1006.3,12.9,72,8,-
Trondheim - Voll,SN68860,03.09.2018,1006.1,13.4,78,8.3,-
Trondheim - Voll,SN68860,04.09.2018,1008.6,11.9,94,7.4,-
Trondheim - Voll,SN68860,05.09.2018,1005.2,12.4,85,7.7,-
Trondheim - Voll,SN68860,06.09.2018,1002.2,12.6,73,7.9,-
Trondheim - Voll,SN68860,07.09.2018,1001.3,11.3,61,7.1,-
Trondheim - Voll,SN68860,08.09.2018,998.5,12.3,67,7.7,-
Trondheim - Voll,SN68860,09.09.2018,996.3,10.5,62,6.6,-
Trondheim - Voll,SN68860,10.09.2018,990,11.8,71,7.4,-
Trondheim - Voll,SN68860,11.09.2018,983.2,9.8,70,6.2,-
Trondheim - Voll,SN68860,12.09.2018,982.2,9.4,75,6,-
Trondheim - Voll,SN68860,13.09.2018,989.1,9.4,74,6,-
Trondheim - Voll,SN68860,14.09.2018,986.3,9.1,74,5.8,-
Trondheim - Voll,SN68860,15.09.2018,990,8.5,78,5.4,-
Trondheim - Voll,SN68860,16.09.2018,991.9,9,74,5.7,-
Trondheim - Voll,SN68860,17.09.2018,988.7,9.5,77,6,-
Trondheim - Voll,SN68860,18.09.2018,983.2,12.2,93,7.8,-
Trondheim - Voll,SN68860,19.09.2018,977,12.7,70,8.1,-
Trondheim - Voll,SN68860,20.09.2018,973.6,7.6,52,4.8,-
Trondheim - Voll,SN68860,21.09.2018,970.8,8.5,73,5.5,-
Trondheim - Voll,SN68860,22.09.2018,967.8,9.4,86,6.1,-
Trondheim - Voll,SN68860,23.09.2018,984.5,7.6,83,4.8,-
Trondheim - Voll,SN68860,24.09.2018,1000.7,6.9,82,4.3,-
Trondheim - Voll,SN68860,25.09.2018,998.5,8.1,75,5.1,-
Trondheim - Voll,SN68860,26.09.2018,983.5,8.4,80,5.4,-
Trondheim - Voll,SN68860,27.09.2018,990,7.8,85,4.9,-
Trondheim - Voll,SN68860,28.09.2018,998.9,6.9,87,4.3,-
Trondheim - Voll,SN68860,29.09.2018,986.8,7.5,75,4.7,-
Trondheim - Voll,SN68860,30.09.2018,983,8.4,90,5.3,-
Trondheim - Voll,SN68860,01.10.2018,991.8,7.3,84,4.6,-
Trondheim - Voll,SN68860,02.10.2018,982.8,6.4,81,4.1,-
Trondheim - Voll,SN68860,03.10.2018,992.2,7.3,84,4.6,-
Trondheim - Voll,SN68860,04.10.2018,990.8,7.2,79,4.5,-
Trondheim - Voll,SN68860,05.10.2018,984,6.7,65,4.2,-
Trondheim - Voll,SN68860,06.10.2018,990.8,7.3,85,4.6,-
Trondheim - Voll,SN68860,07.10.2018,994.6,5.8,71,3.6,-
Trondheim - Voll,SN68860,08.10.2018,983.8,7.5,74,4.8,-
Trondheim - Voll,SN68860,09.10.2018,984.6,8.7,86,5.5,-
Trondheim - Voll,SN68860,10.10.2018,999.2,9.7,86,6,-
Trondheim - Voll,SN68860,11.10.2018,1001.8,9.3,75,5.8,-
Trondheim - Voll,SN68860,12.10.2018,995.2,9.9,59,6.2,-
Trondheim - Voll,SN68860,13.10.2018,988.6,12,74,7.6,-
Trondheim - Voll,SN68860,14.10.2018,986.4,12.5,76,7.9,-
Trondheim - Voll,SN68860,15.10.2018,997.4,8.2,90,5.1,-
Trondheim - Voll,SN68860,16.10.2018,997.9,7,71,4.4,-
Trondheim - Voll,SN68860,17.10.2018,992.9,8.9,74,5.6,-
Trondheim - Voll,SN68860,18.10.2018,1000.3,7.9,81,4.9,-
Trondheim - Voll,SN68860,19.10.2018,1002.4,8.4,82,5.2,-
Trondheim - Voll,SN68860,20.10.2018,1000.9,8,73,5,-
Trondheim - Voll,SN68860,21.10.2018,991.5,8.9,83,5.6,-
Trondheim - Voll,SN68860,22.10.2018,987.5,6.7,85,4.3,-
Trondheim - Voll,SN68860,23.10.2018,980.9,6.6,88,4.2,-
Trondheim - Voll,SN68860,24.10.2018,988.1,6.7,87,4.2,-
Trondheim - Voll,SN68860,25.10.2018,984.5,6.8,93,4.3,-
Trondheim - Voll,SN68860,26.10.2018,988.9,6.3,93,4,-
Trondheim - Voll,SN68860,27.10.2018,1001,4.8,88,3,-
Trondheim - Voll,SN68860,28.10.2018,1013,3.7,77,2.3,-
Trondheim - Voll,SN68860,29.10.2018,1011.8,3.2,62,2,-
Trondheim - Voll,SN68860,30.10.2018,997.6,4.6,68,2.9,-
Trondheim - Voll,SN68860,31.10.2018,983.6,7.6,82,4.8,-
Trondheim - Voll,SN68860,02.11.2018,995.3,7.6,82,4.8,-
Trondheim - Voll,SN68860,03.11.2018,997.1,6.3,80,4,-
Trondheim - Voll,SN68860,04.11.2018,992.8,7.5,61,4.7,-
Trondheim - Voll,SN68860,05.11.2018,996.6,6.4,58,4,-
Trondheim - Voll,SN68860,06.11.2018,994.9,6.3,87,4,-
Trondheim - Voll,SN68860,07.11.2018,997.1,6.8,96,4.3,-
Trondheim - Voll,SN68860,08.11.2018,998.7,7.2,81,4.5,-
Trondheim - Voll,SN68860,09.11.2018,1002.1,7,95,4.3,-
Trondheim - Voll,SN68860,10.11.2018,993,7.1,72,4.5,-
Trondheim - Voll,SN68860,11.11.2018,989.5,7.9,65,5,-
Trondheim - Voll,SN68860,12.11.2018,988.7,8.7,83,5.5,-
Trondheim - Voll,SN68860,13.11.2018,992.3,7,87,4.4,-
Trondheim - Voll,SN68860,14.11.2018,997.7,6.4,86,4,-
Trondheim - Voll,SN68860,15.11.2018,1000,7.9,83,4.9,-
Trondheim - Voll,SN68860,16.11.2018,1009.3,8.8,74,5.4,-
Trondheim - Voll,SN68860,17.11.2018,1023.5,9.5,94,5.8,-
Trondheim - Voll,SN68860,18.11.2018,1025.1,6.8,95,4.1,-
Trondheim - Voll,SN68860,19.11.2018,1022.3,5.1,96,3.1,-
Trondheim - Voll,SN68860,20.11.2018,1019.4,5.7,95,3.5,-
Trondheim - Voll,SN68860,21.11.2018,1016.2,4.4,73,2.7,-
Trondheim - Voll,SN68860,22.11.2018,1013.5,4,83,2.5,-
Trondheim - Voll,SN68860,23.11.2018,1009,5.3,93,3.3,-
Trondheim - Voll,SN68860,24.11.2018,1007,6,88,3.7,-
Trondheim - Voll,SN68860,25.11.2018,1005.3,5.8,84,3.6,-
Trondheim - Voll,SN68860,26.11.2018,1003,6,91,3.8,-
Trondheim - Voll,SN68860,27.11.2018,1006.9,4.4,89,2.7,-
Trondheim - Voll,SN68860,28.11.2018,1000.7,3.1,71,2,-
Trondheim - Voll,SN68860,29.11.2018,981,4.9,56,3.1,-
Trondheim - Voll,SN68860,30.11.2018,974.3,6.1,57,3.9,-
Trondheim - Voll,SN68860,01.12.2018,977.1,5.4,52,3.4,-
Trondheim - Voll,SN68860,02.12.2018,975.1,5,56,3.2,-
Trondheim - Voll,SN68860,03.12.2018,970.5,5.8,82,3.7,-
Trondheim - Voll,SN68860,04.12.2018,983.2,5.9,91,3.7,-
Trondheim - Voll,SN68860,05.12.2018,994.1,5.4,90,3.4,-
Trondheim - Voll,SN68860,06.12.2018,992.2,4.3,88,2.7,-
Trondheim - Voll,SN68860,07.12.2018,977,4.6,89,2.9,-
Trondheim - Voll,SN68860,08.12.2018,966,5.6,92,3.6,-
Trondheim - Voll,SN68860,09.12.2018,968.6,5.9,93,3.8,-
Trondheim - Voll,SN68860,10.12.2018,989.2,6.4,88,4,-
Trondheim - Voll,SN68860,11.12.2018,1008.4,5.9,91,3.7,-
Trondheim - Voll,SN68860,12.12.2018,1014.5,3.5,92,2.2,-
Trondheim - Voll,SN68860,13.12.2018,1015.5,2.7,87,1.7,-
Trondheim - Voll,SN68860,14.12.2018,1015.3,2.2,88,1.3,-
Trondheim - Voll,SN68860,15.12.2018,1011,2.5,81,1.6,-
Trondheim - Voll,SN68860,16.12.2018,999.8,3.6,57,2.2,-
Trondheim - Voll,SN68860,17.12.2018,1000.9,3.8,75,2.4,-
Trondheim - Voll,SN68860,18.12.2018,1003.2,3.5,82,2.2,-
Trondheim - Voll,SN68860,19.12.2018,997.1,4.1,62,2.5,-
Trondheim - Voll,SN68860,20.12.2018,996.2,4.5,59,2.8,-
Trondheim - Voll,SN68860,21.12.2018,993.6,3.5,60,2.2,-
Trondheim - Voll,SN68860,22.12.2018,991.9,3.3,64,2.1,-
Trondheim - Voll,SN68860,23.12.2018,998.9,3.8,83,2.3,-
Trondheim - Voll,SN68860,24.12.2018,995.1,5.9,88,3.7,-
Trondheim - Voll,SN68860,25.12.2018,995.1,7.2,85,4.5,-
Trondheim - Voll,SN68860,26.12.2018,996.9,7.8,91,4.9,-
Trondheim - Voll,SN68860,27.12.2018,994.2,7.2,87,4.5,-
Trondheim - Voll,SN68860,28.12.2018,997.7,7.1,87,4.4,-
Trondheim - Voll,SN68860,29.12.2018,996,6.6,89,4.1,-
Trondheim - Voll,SN68860,30.12.2018,1002.5,5.8,87,3.6,-
Trondheim - Voll,SN68860,31.12.2018,985.4,6.8,82,4.3,-
Trondheim - Voll,SN68860,01.01.2019,986.7,5.8,81,3.7,-
Trondheim - Voll,SN68860,02.01.2019,1012.9,5.8,89,3.6,-
Trondheim - Voll,SN68860,03.01.2019,1011.2,7.6,91,4.7,-
Trondheim - Voll,SN68860,04.01.2019,1002.4,9.1,94,5.6,-
Trondheim - Voll,SN68860,05.01.2019,1006.9,8.5,96,5.3,-
Trondheim - Voll,SN68860,06.01.2019,1006.9,8,91,5,-
Trondheim - Voll,SN68860,07.01.2019,994.5,5.7,82,3.6,-
Trondheim - Voll,SN68860,08.01.2019,994.2,5.7,87,3.6,-
Trondheim - Voll,SN68860,09.01.2019,1005.9,5.3,88,3.3,-
Trondheim - Voll,SN68860,10.01.2019,991.5,7.3,85,4.6,-
Trondheim - Voll,SN68860,11.01.2019,990.4,5.5,82,3.5,-
Trondheim - Voll,SN68860,12.01.2019,982.1,5.6,90,3.5,-
Trondheim - Voll,SN68860,13.01.2019,965.2,5.1,88,3.3,-
Trondheim - Voll,SN68860,14.01.2019,973.5,4.6,79,2.9,-
Trondheim - Voll,SN68860,15.01.2019,979.1,3.6,84,2.3,-
Trondheim - Voll,SN68860,16.01.2019,972.8,3.1,86,2,-
Trondheim - Voll,SN68860,17.01.2019,979.8,3.9,86,2.5,-
Trondheim - Voll,SN68860,18.01.2019,988.1,4.7,92,3,-
Trondheim - Voll,SN68860,19.01.2019,991.7,4.5,89,2.8,-
Trondheim - Voll,SN68860,20.01.2019,998,3.7,88,2.3,-
Trondheim - Voll,SN68860,21.01.2019,995.3,3,84,1.9,-
Trondheim - Voll,SN68860,22.01.2019,988.9,2.6,82,1.6,-
Trondheim - Voll,SN68860,23.01.2019,987.7,2.5,88,1.6,-
Trondheim - Voll,SN68860,24.01.2019,992.8,2.8,84,1.8,-
Trondheim - Voll,SN68860,25.01.2019,990,2.9,75,1.8,-
Trondheim - Voll,SN68860,26.01.2019,984.3,2.7,61,1.7,-
Trondheim - Voll,SN68860,27.01.2019,979.5,2.3,57,1.4,-
Trondheim - Voll,SN68860,28.01.2019,977.4,2.5,61,1.6,-
Trondheim - Voll,SN68860,29.01.2019,977,2.3,68,1.5,-
Trondheim - Voll,SN68860,30.01.2019,981.7,2.9,67,1.8,-
Trondheim - Voll,SN68860,31.01.2019,987.9,3,52,1.9,-
Trondheim - Voll,SN68860,01.02.2019,994.3,2.9,57,1.8,-
Trondheim - Voll,SN68860,02.02.2019,994.4,2.4,58,1.5,-
Trondheim - Voll,SN68860,03.02.2019,996.1,2.6,75,1.6,-
Trondheim - Voll,SN68860,04.02.2019,994.9,3,89,1.9,-
Trondheim - Voll,SN68860,05.02.2019,999.3,2.5,86,1.6,-
Trondheim - Voll,SN68860,06.02.2019,992.3,2.9,76,1.8,-
Trondheim - Voll,SN68860,07.02.2019,982.6,4.4,69,2.8,-
Trondheim - Voll,SN68860,08.02.2019,974.9,5.1,87,3.2,-
Trondheim - Voll,SN68860,09.02.2019,965.6,5.2,80,3.4,-
Trondheim - Voll,SN68860,10.02.2019,969,5.7,92,3.6,-
Trondheim - Voll,SN68860,11.02.2019,987.6,5.1,91,3.2,-
Trondheim - Voll,SN68860,12.02.2019,993.6,5.4,86,3.4,-
Trondheim - Voll,SN68860,13.02.2019,993,6.4,77,4,-
Trondheim - Voll,SN68860,14.02.2019,995.3,6.3,64,4,-
Trondheim - Voll,SN68860,15.02.2019,995.1,7.7,90,4.8,-
Trondheim - Voll,SN68860,16.02.2019,992.6,6,81,3.8,-
Trondheim - Voll,SN68860,17.02.2019,996.7,5,69,3.1,-
Trondheim - Voll,SN68860,18.02.2019,983.2,5.3,54,3.4,-
Trondheim - Voll,SN68860,19.02.2019,977.4,5.4,67,3.5,-
Trondheim - Voll,SN68860,20.02.2019,994.2,4.7,76,3,-
Trondheim - Voll,SN68860,21.02.2019,1000.1,5.1,83,3.2,-
Trondheim - Voll,SN68860,22.02.2019,1011.9,6.4,92,4,-
Trondheim - Voll,SN68860,23.02.2019,1009.9,7,85,4.3,-
Trondheim - Voll,SN68860,24.02.2019,1008.8,6.5,74,4,-
Trondheim - Voll,SN68860,25.02.2019,1011.2,6.9,73,4.2,-
Trondheim - Voll,SN68860,26.02.2019,1008.7,7,76,4.4,-
Trondheim - Voll,SN68860,27.02.2019,994.2,6.1,68,3.9,-
Trondheim - Voll,SN68860,28.02.2019,993.1,6.1,92,3.9,-
Trondheim - Voll,SN68860,01.03.2019,994.5,5.5,88,3.4,-
Trondheim - Voll,SN68860,02.03.2019,983,5.7,92,3.6,-
Trondheim - Voll,SN68860,03.03.2019,972.3,4.8,84,3.1,-
Trondheim - Voll,SN68860,04.03.2019,970.1,3.8,76,2.4,-
Trondheim - Voll,SN68860,05.03.2019,981.3,2.3,66,1.4,-
Trondheim - Voll,SN68860,06.03.2019,985.3,2.5,73,1.6,-
Trondheim - Voll,SN68860,07.03.2019,973.1,4.3,86,2.7,-
Trondheim - Voll,SN68860,08.03.2019,972,4.2,75,2.7,-
Trondheim - Voll,SN68860,09.03.2019,973.8,3.8,75,2.4,-
Trondheim - Voll,SN68860,10.03.2019,979.3,3.5,77,2.2,-
Trondheim - Voll,SN68860,11.03.2019,989.8,3.7,77,2.4,-
Trondheim - Voll,SN68860,12.03.2019,983.8,3.3,65,2.1,-
Trondheim - Voll,SN68860,13.03.2019,971.6,3.8,68,2.4,-
Trondheim - Voll,SN68860,14.03.2019,970.4,4.8,81,3.1,-
Trondheim - Voll,SN68860,15.03.2019,971,3.7,63,2.3,-
Trondheim - Voll,SN68860,16.03.2019,977.6,3.5,70,2.2,-
Trondheim - Voll,SN68860,17.03.2019,973,4.3,71,2.8,-
Trondheim - Voll,SN68860,18.03.2019,988.1,4.8,75,3,-
Trondheim - Voll,SN68860,19.03.2019,998.4,4.6,62,2.9,-
Trondheim - Voll,SN68860,20.03.2019,995,6.5,84,4.1,-
Trondheim - Voll,SN68860,21.03.2019,998.5,5.5,66,3.4,-
Trondheim - Voll,SN68860,22.03.2019,997.5,4.6,50,2.9,-
Trondheim - Voll,SN68860,23.03.2019,985.9,5.8,81,3.7,-
Trondheim - Voll,SN68860,24.03.2019,991.2,5.7,91,3.6,-
Trondheim - Voll,SN68860,25.03.2019,998.3,5.2,82,3.2,-
Trondheim - Voll,SN68860,26.03.2019,999.1,5.8,87,3.6,-
Trondheim - Voll,SN68860,27.03.2019,1002,7.1,82,4.4,-
Trondheim - Voll,SN68860,28.03.2019,996.3,7,62,4.4,-
Trondheim - Voll,SN68860,29.03.2019,990.7,6.8,84,4.3,-
Trondheim - Voll,SN68860,30.03.2019,990,6,90,3.8,-
Trondheim - Voll,SN68860,31.03.2019,1000.7,5.1,87,3.2,-
Trondheim - Voll,SN68860,01.04.2019,1002.3,4.9,68,3,-
Trondheim - Voll,SN68860,02.04.2019,994.7,4,54,2.5,-
Trondheim - Voll,SN68860,03.04.2019,993.5,4.6,51,2.9,-
Trondheim - Voll,SN68860,04.04.2019,997.4,5.7,68,3.6,-
Trondheim - Voll,SN68860,05.04.2019,1000,5.6,61,3.5,-
Trondheim - Voll,SN68860,06.04.2019,998.9,4.9,62,3,-
Trondheim - Voll,SN68860,07.04.2019,1003.9,5.1,66,3.2,-
Trondheim - Voll,SN68860,08.04.2019,1010.1,4,60,2.5,-
Trondheim - Voll,SN68860,09.04.2019,1010.6,3.2,52,2,-
Trondheim - Voll,SN68860,10.04.2019,1012.6,2.7,49,1.6,-
Trondheim - Voll,SN68860,11.04.2019,1014.8,2.8,48,1.7,-
Trondheim - Voll,SN68860,12.04.2019,1018.1,3.9,58,2.4,-
Trondheim - Voll,SN68860,13.04.2019,1019.8,3.9,58,2.4,-
Trondheim - Voll,SN68860,14.04.2019,1020.7,3.1,43,1.9,-
Trondheim - Voll,SN68860,15.04.2019,1019.7,3.3,41,2,-
Trondheim - Voll,SN68860,16.04.2019,1017,3.6,34,2.2,-
Trondheim - Voll,SN68860,17.04.2019,1018,4.3,36,2.6,-
Trondheim - Voll,SN68860,18.04.2019,1020.1,5,46,3,-
Trondheim - Voll,SN68860,19.04.2019,1020.3,5.9,45,3.6,-
Trondheim - Voll,SN68860,20.04.2019,1012.3,6.5,55,4,-
Trondheim - Voll,SN68860,21.04.2019,1004.4,8.8,84,5.4,-
Trondheim - Voll,SN68860,22.04.2019,1000.8,8.9,68,5.5,-
Trondheim - Voll,SN68860,23.04.2019,1003.1,6.9,51,4.3,-
Trondheim - Voll,SN68860,24.04.2019,1002.3,5.5,35,3.4,-
Trondheim - Voll,SN68860,25.04.2019,1000.3,5.8,35,3.6,-
Trondheim - Voll,SN68860,26.04.2019,998.8,8.1,49,5.1,-
Trondheim - Voll,SN68860,27.04.2019,997.4,7.7,47,4.8,-
Trondheim - Voll,SN68860,28.04.2019,1004.6,7.2,40,4.5,-
Trondheim - Voll,SN68860,29.04.2019,1010,9.6,66,6,-
Trondheim - Voll,SN68860,30.04.2019,1004.7,9.6,82,6,-
Trondheim - Voll,SN68860,01.05.2019,990.8,7.6,87,4.8,-
Trondheim - Voll,SN68860,02.05.2019,983,5.2,71,3.3,-
Trondheim - Voll,SN68860,03.05.2019,986.2,4.8,70,3,-
Trondheim - Voll,SN68860,04.05.2019,990.2,6.2,87,3.9,-
Trondheim - Voll,SN68860,05.05.2019,989.8,6.2,90,3.9,-
Trondheim - Voll,SN68860,06.05.2019,994.1,5.2,72,3.3,-
Trondheim - Voll,SN68860,07.05.2019,991.2,5.7,77,3.6,-
Trondheim - Voll,SN68860,08.05.2019,990.5,5.1,65,3.2,-
Trondheim - Voll,SN68860,09.05.2019,989.9,5.9,62,3.7,-
Trondheim - Voll,SN68860,10.05.2019,987.6,7.3,65,4.6,-
Trondheim - Voll,SN68860,11.05.2019,999.4,7.1,84,4.4,-
Trondheim - Voll,SN68860,12.05.2019,1011.9,5.6,68,3.5,-
Trondheim - Voll,SN68860,13.05.2019,1019.5,5.9,72,3.6,-
Trondheim - Voll,SN68860,14.05.2019,1015.8,7.9,78,4.8,-
Trondheim - Voll,SN68860,15.05.2019,1015.4,10,83,6.2,-
Trondheim - Voll,SN68860,16.05.2019,1014.3,10.1,78,6.2,-
Trondheim - Voll,SN68860,17.05.2019,1008.8,10.1,64,6.3,-
Trondheim - Voll,SN68860,18.05.2019,1001.6,8.4,44,5.2,-
Trondheim - Voll,SN68860,19.05.2019,997.7,10.8,65,6.8,-
Trondheim - Voll,SN68860,20.05.2019,998.3,11.9,67,7.4,-
Trondheim - Voll,SN68860,21.05.2019,996.9,12.8,67,8,-
Trondheim - Voll,SN68860,22.05.2019,993.2,14.3,67,9,-
Trondheim - Voll,SN68860,23.05.2019,990,13.2,85,8.3,-
Trondheim - Voll,SN68860,24.05.2019,990.1,9.8,72,6.2,-
Trondheim - Voll,SN68860,25.05.2019,991.7,7.7,71,4.8,-
Trondheim - Voll,SN68860,26.05.2019,986.7,6.6,67,4.2,-
Trondheim - Voll,SN68860,27.05.2019,984,6.8,73,4.3,-
Trondheim - Voll,SN68860,28.05.2019,988.3,6.5,76,4.1,-
